transaction_id,store_id,product_id,timestamp,sales_value,quantity_sold,inventory_level,cogs,tax,discount,loyalty_id,payment_type,clerk_id,department,brand,promotion_name,store_location,stock_status,is_weekend,weather_context
TXN-57270,STORE-1,P-248,2024-07-07,84.87,9,403,50.92,4.24,0.00,,Card,EMP-4,Dairy,Premium Brand,None,Paris,In Stock,YES,Snowy
TXN-57271,STORE-2,P-388,2024-03-30,150.32,3,91,90.19,7.52,0.00,L-8271,Card,EMP-50,Deli,National Brand,None,Paris,Low Stock,NO,Rainy
TXN-57272,STORE-3,P-283,1712036840788,102.64,6,415,61.59,5.13,20.53,L-8272,Cash,EMP-9,Produce,Private Label,None,New York,In Stock,NO,Rainy
TXN-57273,STORE-4,P-228,2025-11-14,129.73,,584,77.84,6.49,0.00,,Card,EMP-18,Deli,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-57274,STORE-5,P-328,2024-06-25,31.34,7,326,18.80,1.57,0.00,L-8274,Card,EMP-47,Grocery,Premium Brand,None,Berlin,Low Stock,NO,Snowy
TXN-57275,STORE-6,P-203,2024-05-23,64.35,4,827,38.61,3.22,0.00,L-8275,Card,EMP-22,Produce,Private Label,None,Tokyo,In Stock,YES,Rainy
TXN-57276,STORE-7,P-91,2024-06-24,150.08,8,546,90.05,7.50,0.00,L-8276,Cash,EMP-34,Grocery,National Brand,None,Paris,In Stock,NO,Rainy
TXN-57277,STORE-8,P-304,2025-05-09,25.88,8,430,15.53,1.29,0.00,L-8277,Mobile Pay,EMP-18,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57278,STORE-9,P-223,1/10/2026,85.94,5,788,51.56,4.30,0.00,,Mobile Pay,EMP-50,Meat,National Brand,None,New York,In Stock,NO,Snowy
TXN-57279,STORE-10,P-304,2026-02-06,5.57,6,990,3.34,0.28,0.00,L-8279,Card,EMP-7,Produce,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-57280,STORE-1,P-151,2025-02-03,2.41,5,798,1.44,0.12,0.00,,Mobile Pay,EMP-32,Bakery,National Brand,None,Berlin,In Stock,NO,Snowy
TXN-57281,STORE-2,P-470,2025-10-25,102.61,5,453,61.56,5.13,0.00,L-8281,Cash,EMP-9,,Private Label,Winter Sale,Tokyo,In Stock,YES,Sunny
TXN-57282,STORE-3,P-284,2025-01-26,74.88,5,332,44.93,3.74,0.00,,Cash,EMP-6,Deli,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57283,STORE-4,P-178,2024-11-08, 133.01 ,4,552,79.81,6.65,0.00,L-8283,Mobile Pay,EMP-47,Meat,Private Label,None,Berlin,In Stock,NO,Sunny
TXN-57284,STORE-5,P-249,2025-03-10,,3,439,5.08,0.42,0.00,L-8284,Cash,EMP-16,Deli,National Brand,None,Paris,In Stock,NO,Snowy
TXN-57285,STORE-6,P-455,2024-06-23,,4,330,63.87,5.32,0.00,,Card,EMP-48,Meat,Private Label,None,London,In Stock,YES,Cloudy
TXN-57286,STORE-7,P-409,2024-09-03,145.13,9,995,87.08,7.26,0.00,,Mobile Pay,EMP-21,Bakery,Private Label,None,Paris,In Stock,NO,Sunny
TXN-57287,STORE-8,,2025-07-30,8.33,9,605,5.00,0.42,0.00,L-8287,Cash,EMP-41,Bakery,National Brand,None,London,In Stock,NO,Sunny
TXN-57288,STORE-9,P-14,2024-10-17,66.04,7,263,39.63,3.30,0.00,,Card,EMP-30,Bakery,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-57289,STORE-10,,1745506919123,147.26,9,973,88.35,7.36,0.00,,Cash,EMP-19,Meat,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57290,STORE-1,P-400,2024-10-17,78.75,10,602,47.25,3.94,0.00,,Mobile Pay,EMP-17,Meat,Premium Brand,None,Paris,In Stock,YES,Snowy
TXN-57291,STORE-2,P-208,2025-03-18,119.79,10,280,71.87,5.99,0.00,,Card,EMP-46,Meat,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-57292,STORE-3,,2025-01-08,79.52,8,648,47.71,3.98,0.00,,Card,EMP-44,Bakery,Private Label,None,New York,In Stock,NO,Snowy
TXN-57293,STORE-4, P-71 ,2024-10-18,19.24,6,870,11.55,0.96,0.00,,Mobile Pay,EMP-20,Dairy,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-57294,STORE-5,P-185,2024-08-26,101.58,3,956,60.95,5.08,0.00,,Cash,EMP-8,Meat,Private Label,None,New York,In Stock,NO,Snowy
TXN-57295,STORE-6,P-91,2025-05-01,49.25,3,748,29.55,2.46,9.85,,Card,EMP-40,Deli,National Brand,Winter Sale,Paris,In Stock,YES,Cloudy
TXN-57296,STORE-7,P-424,2024-12-15,124.57,6,58,74.74,6.23,0.00,,Cash,EMP-17,Bakery,National Brand,None,New York,In Stock,NO,Sunny
TXN-57297,STORE-8,P-316,2024-03-15,82.39,8,850,49.43,4.12,0.00,,Mobile Pay,EMP-43,Grocery,National Brand,None,Paris,In Stock,NO,Sunny
TXN-57298,STORE-9,P-270,2024-02-29,74.29,4,485,44.57,3.71,0.00,,Mobile Pay,EMP-12,Produce,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57299,STORE-10,P-22,2026-01-28,87.29,6,754,52.38,4.36,0.00,L-8299,Card,EMP-10,Produce,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57300,STORE-1,P-442,2024-01-07,3.20,10,279,1.92,0.16,0.00,,Cash,EMP-27,Meat,Premium Brand,None,Berlin,In Stock,YES,Rainy
TXN-57301,STORE-2,P-218,2024-08-24,81.86,1,948,49.11,4.09,0.00,,Mobile Pay,EMP-42,Grocery,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-57302,STORE-3,P-206,2026-02-28,71.71,9,346,43.02,3.59,0.00,,Cash,EMP-17,Dairy,Private Label,None,London,In Stock,YES,Sunny
TXN-57303,STORE-4,P-30,2025-12-03,135.11,9,332,81.06,6.76,0.00,,Card,EMP-40,Meat,National Brand,None,New York,In Stock,NO,Cloudy
TXN-57304,STORE-5,P-487,2024-02-03,121.05,10,469,72.63,6.05,0.00,,Cash,EMP-38,Meat,National Brand,None,New York,In Stock,YES,Snowy
TXN-57305,STORE-6,P-363,2024-04-10,143.40,4,519,86.04,7.17,0.00,L-8305,Mobile Pay,EMP-4,Produce,Private Label,None,London,In Stock,NO,Rainy
TXN-57306,STORE-7,P-116,2025-05-30,117.00,4,834,70.20,5.85,0.00,,Cash,EMP-14,Grocery,Premium Brand,None,London,In Stock,YES,Rainy
TXN-57307,STORE-8,P-136,2025-03-04,49.18,3,67,29.51,2.46,0.00,,Mobile Pay,EMP-43,Deli,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-57308,STORE-9,P-143,2024-04-18,130.99,10,138,78.59,6.55,0.00,,Card,EMP-15,Produce,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-57309,STORE-10,P-286,2025-01-28,141.80,4,77,85.08,7.09,0.00,,Cash,EMP-36,Produce,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-57310,STORE-1,P-132,5/25/2024,49.16,9,569,29.50,2.46,0.00,,Mobile Pay,EMP-28,Grocery,Private Label,None,Paris,In Stock,NO,Snowy
TXN-57311,STORE-2,P-205,2024-08-08,100.28,8,434,60.17,5.01,0.00,L-8311,Mobile Pay,EMP-47,Meat,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-57312,STORE-3,P-411,2024-10-08,127.78,5,757,76.67,6.39,0.00,L-8312,Cash,EMP-36,Produce,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-57313,STORE-4,P-140,2026-03-12,145.71,7,204,87.42,7.29,0.00,L-8313,Card,EMP-22,Grocery,National Brand,None,Berlin,In Stock,NO,Rainy
TXN-57314,STORE-5,P-119,2025-07-04,151.47,8,437,90.88,7.57,0.00,,Cash,EMP-45, Dairy ,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-57315,STORE-6,P-476,2025-03-25,120.16,1,931,72.10,6.01,0.00,L-8315,Card,EMP-12,Meat,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57316,STORE-7,P-166,2024-05-11,115.50,3,630,69.30,5.78,0.00,,Card,EMP-44,Produce,Private Label,Winter Sale,London,In Stock,YES,Cloudy
TXN-57317,STORE-8,P-214,2025-08-31,24.43,7,953,14.66,1.22,0.00,L-8317,Cash,EMP-20,Produce,National Brand,None,New York,In Stock,NO,Cloudy
TXN-57318,STORE-9,P-278,2024-04-11,37.87,3,312,22.72,1.89,0.00,L-8318,Card,EMP-49,Produce,Private Label,None,New York,In Stock,YES,Sunny
TXN-57319,STORE-10,P-304,Thu Mar 14 2024,90.47,,340,54.28,4.52,0.00,L-8319,Cash,EMP-2,Dairy,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-57320,STORE-1,P-265,2025-03-26,53.27,3,816,31.96,2.66,0.00,L-8320,Card,EMP-23,Deli,Private Label,None,Paris,In Stock,YES,Rainy
TXN-57321,STORE-2,P-357,2025-05-04,44.46,10,58,26.68,2.22,0.00,L-8321,Mobile Pay,EMP-41,Bakery,Premium Brand,Winter Sale,Paris,In Stock,NO,Sunny
TXN-57322,STORE-3,P-300,2025-08-07,123.75,10,883,74.25,6.19,0.00,L-8322,Cash,EMP-21,Deli,National Brand,None,New York,Low Stock,YES,Sunny
TXN-57323,STORE-4,P-250,2024-09-04,19.99,10,727,11.99,1.00,0.00,,Mobile Pay,EMP-11,Dairy,Premium Brand,Winter Sale,Berlin,In Stock,NO,Rainy
TXN-57324,STORE-5,P-373,2024-04-01,21.76,4,886,13.06,1.09,4.35,,Mobile Pay,EMP-26,Produce,Private Label,None,New York,In Stock,NO,Sunny
TXN-57325,STORE-6,P-135,2025-04-15,51.04,9,260,30.63,2.55,0.00,L-8325,Cash,EMP-9,Dairy,Private Label,None,New York,In Stock,NO,Snowy
TXN-57326,STORE-7,P-11,2024-02-25,98.99,2,99,59.39,4.95,0.00,L-8326,Cash,EMP-42,Produce,National Brand,None,New York,In Stock,NO,Cloudy
TXN-57327,STORE-8,P-245,2024-11-24,49.50,3,462,29.70,2.47,0.00,,Cash,EMP-44,Dairy,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-57328,STORE-9,P-179,2025-06-18,,9,224,43.59,3.63,0.00,,Card,EMP-24,Grocery,National Brand,None,London,In Stock,NO,Rainy
TXN-57329,STORE-10,P-225,2025-08-18,89.19,4,829,53.51,4.46,0.00,L-8329,Card,EMP-19,Dairy,National Brand,None,Paris,In Stock,NO,Snowy
TXN-57330,STORE-1,P-279,2024-01-30,74.48,1,903,44.69,3.72,0.00,L-8330,Cash,EMP-10,Meat,Private Label,None,London,In Stock,NO,Sunny
TXN-57331,STORE-2,P-242,2025-10-23,99.09,6,256,59.45,4.95,19.82,L-8331,Mobile Pay,EMP-23,Produce,Private Label,None,London,In Stock,NO,Rainy
TXN-57332,STORE-3,P-486,2026-03-09,19.32,6,497,11.59,0.97,0.00,,Card,EMP-20,Bakery,Premium Brand,None,London,In Stock,YES,Cloudy
TXN-57333,STORE-4,P-32,2026-01-18,60.41,9,53,36.25,3.02,0.00,,Mobile Pay,EMP-5,Grocery,National Brand,None,London,In Stock,YES,Rainy
TXN-57334,STORE-5,P-387,2025-10-29,36.40,10,609,21.84,1.82,0.00,,Card,EMP-37,Deli,Premium Brand,None,Paris,In Stock,YES,Rainy
TXN-57335,STORE-6,P-166,2025-11-24,76.28,2,753,45.77,3.81,0.00,,Mobile Pay,EMP-43,Deli,Private Label,None,London,In Stock,NO,Sunny
TXN-57336,STORE-7,P-454,2024-09-05,92.09,6,480,55.25,4.60,0.00,,Mobile Pay,EMP-6,Bakery,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-57337,STORE-8,P-298,2025-08-29,68.97,1,560,41.38,3.45,0.00,,Cash,EMP-30,Grocery,National Brand,None,London,In Stock,NO,Cloudy
TXN-57338,STORE-9,P-469,2026-02-21,70.08,10,180,42.05,3.50,0.00,,Card,EMP-6,Grocery,Private Label,None,London,In Stock,NO,Rainy
TXN-57339,STORE-10,P-261,2024-06-16,57.02,4,720,34.21,2.85,0.00,L-8339,Cash,EMP-15,Bakery,Private Label,None,London,In Stock,NO,Rainy
TXN-57340,STORE-1,P-169,2025-06-11,80.16,1,638,48.10,4.01,0.00,L-8340,Mobile Pay,EMP-42,Meat,Premium Brand,Winter Sale,New York,In Stock,NO,Rainy
TXN-57341,STORE-2,P-343,2024-10-20, 114.02 ,9,304,68.41,5.70,0.00,L-8341,Cash,EMP-33,Bakery,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-57342,STORE-3,P-399,2025-04-28,37.68,2,84,22.61,1.88,0.00,L-8342,Card,EMP-31,Bakery,Premium Brand,None,New York,In Stock,NO,Cloudy
TXN-57343,STORE-4,P-90,2024-08-22,120.71,10,858,72.43,6.04,0.00,,Cash,EMP-12,Deli,Premium Brand,None,New York,In Stock,NO,Snowy
TXN-57344,STORE-5,P-270,2024-04-01,70.00,3,222,42.00,3.50,0.00,,Mobile Pay,EMP-40,Produce,National Brand,None,Paris,In Stock,YES,Sunny
TXN-57345,STORE-6,P-292,2024-02-04,122.21,8,803,73.33,6.11,0.00,L-8345,Card,EMP-39,Bakery,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-57346,STORE-7,P-487,2024-07-06,133.92,4,615,80.35,6.70,0.00,L-8346,Cash,EMP-8,Bakery,Private Label,None,New York,In Stock,NO,Cloudy
TXN-57347,STORE-8,P-248,2025-06-21,92.60,9,734,55.56,4.63,0.00,,Card,EMP-25,Produce,National Brand,None,Tokyo,Low Stock,YES,Rainy
TXN-57348,STORE-9,P-73,2024-10-22,65.25,5,773,39.15,3.26,0.00,L-8348,Card,EMP-49,Bakery,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57349,STORE-10,P-6,2025-06-13,118.60,10,871,71.16,5.93,0.00,,Card,EMP-37,Dairy,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-57350,STORE-1,P-7,2024-04-29,77.58,1,853,46.55,3.88,15.52,L-8350,Mobile Pay,EMP-9,Grocery,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-57351,STORE-2,P-279,2024-03-15,148.18,1,511,88.91,7.41,0.00,L-8351,Card,EMP-11,Bakery,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-57352,STORE-3,P-132,2025-11-05,144.44,6,913,86.66,7.22,0.00,,Card,EMP-37,Grocery,Premium Brand,None,London,In Stock,NO,Cloudy
TXN-57353,STORE-4,P-72,2026-01-16,102.47,8,839,61.48,5.12,20.49,,Card,EMP-29,Deli,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57354,STORE-5,P-17,2024-09-05,113.42,7,401,68.05,5.67,0.00,,Cash,EMP-4,Deli,Private Label,None,New York,In Stock,YES,Snowy
TXN-57355,STORE-6,P-485,2025-11-20,,1,666,68.67,5.72,22.89,,Cash,EMP-13,Bakery,Premium Brand,None,Berlin,In Stock,YES,Rainy
TXN-57356,STORE-7,P-44,2026-02-18,125.99,1,429,75.60,6.30,0.00,,Card,EMP-12,Bakery,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-57357,STORE-8,P-298,2025-10-03, 137.02 ,1,960,82.21,6.85,0.00,,Mobile Pay,EMP-46,Bakery,National Brand,None,Paris,In Stock,NO,Sunny
TXN-57358,STORE-9,P-206,2026-03-09,76.49,6,87,45.89,3.82,0.00,L-8358,Card,EMP-18,Grocery,Premium Brand,None,London,In Stock,YES,Snowy
TXN-57359,STORE-10,P-99,2025-11-09,60.11,9,807,36.07,3.01,0.00,,Cash,EMP-46,Produce,National Brand,None,London,In Stock,YES,Cloudy
TXN-57360,STORE-1,P-82,2025-06-07,16.22,3,842,9.73,0.81,0.00,,Mobile Pay,EMP-42,Dairy,Private Label,None,London,In Stock,NO,Snowy
TXN-57361,STORE-2,P-118,2024-04-26,24.71,3,390,14.82,1.24,0.00,,Cash,EMP-26,Meat,National Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57362,STORE-3,P-279,2024-12-18,148.35,3,727,89.01,7.42,0.00,L-8362,Cash,EMP-2,Produce,National Brand,None,Berlin,In Stock,YES,Cloudy
TXN-57363,STORE-4,P-241,2024-03-31,144.47,7,22,86.68,7.22,0.00,,Mobile Pay,EMP-47,Dairy,National Brand,None,Paris,In Stock,YES,Sunny
TXN-57364,STORE-5,P-184,9/28/2024,123.13,7,656,73.88,6.16,0.00,L-8364,Cash,EMP-48,Dairy,National Brand,None,Berlin,In Stock,NO,Sunny
TXN-57365,STORE-6,P-7,2025-06-10,104.81,1,360,62.89,5.24,0.00,L-8365,Card,EMP-11,Dairy,National Brand,None,New York,In Stock,NO,Snowy
TXN-57366,STORE-7,P-185,2025-03-08,91.52,8,120,54.91,4.58,18.30,,Cash,EMP-26,Meat,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-57367,STORE-8,P-97,2024-09-11,80.44,8,961,48.26,4.02,0.00,L-8367,Mobile Pay,EMP-42,Deli,National Brand,None,Paris,In Stock,NO,Snowy
TXN-57368,STORE-9,P-17,2025-08-29,27.99,3,215,16.79,1.40,0.00,,Card,EMP-5,Dairy,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-57369,STORE-10,P-5,2025-08-16,32.22,5,182,19.33,1.61,0.00,,Cash,EMP-17,Deli,National Brand,None,New York,In Stock,NO,Sunny
TXN-57370,STORE-1,P-216,2024-04-30,10.34,9,656,6.20,0.52,0.00,,Cash,EMP-27,Deli,Private Label,Winter Sale,Berlin,In Stock,YES,Snowy
TXN-57371,STORE-2,P-90,2025-02-05,125.05,3,331,75.03,6.25,0.00,L-8371,Card,EMP-23,Produce,Private Label,None,New York,In Stock,NO,Cloudy
TXN-57372,STORE-3,,2024-03-14,135.94,2,81,81.56,6.80,0.00,,Card,EMP-50,Dairy,National Brand,None,New York,Low Stock,YES,Snowy
TXN-57373,STORE-4,P-277,2024-09-07,60.42,8,371,36.25,3.02,0.00,,Card,EMP-43,Deli,National Brand,None,Berlin,In Stock,NO,Cloudy
TXN-57374,STORE-5,,2024-02-09,151.23,2,218,90.74,7.56,0.00,,Mobile Pay,EMP-17,Deli,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57375,STORE-6,P-297,2025-10-17,58.25,9,967,34.95,2.91,0.00,L-8375,Card,EMP-9,Bakery,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-57376,STORE-7,P-496,2025-01-28,6.72,9,679,4.03,0.34,0.00,,Card,EMP-33,Deli,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57377,STORE-8,P-30,2024-10-16,,,720,48.50,4.04,0.00,L-8377,Card,EMP-18,Meat,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-57378,STORE-9,P-161,2025-11-22,62.09,5,947,37.26,3.10,0.00,,Card,EMP-37,Grocery,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-57379,STORE-10,P-129,2026-01-06,15.39,4,725,9.23,0.77,0.00,,Cash,EMP-9,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-57380,STORE-1,P-117,2025-04-21,117.33,9,742,70.40,5.87,0.00,L-8380,Card,EMP-13,Produce,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57381,STORE-2,P-151,2025-06-29,54.49,10,790,32.69,2.72,0.00,,Mobile Pay,EMP-27,Deli,Premium Brand,None,London,In Stock,YES,Snowy
TXN-57382,STORE-3,P-122,2025-09-22,149.28,8,905,89.57,7.46,0.00,L-8382,Cash,EMP-37,Meat,Private Label,None,New York,In Stock,NO,Cloudy
TXN-57383,STORE-4,P-416,2024-11-16,122.78,6,615,73.67,6.14,24.56,L-8383,Cash,EMP-5,Produce,Premium Brand,None,Berlin,In Stock,YES,Sunny
TXN-57384,STORE-5,P-193,2026-02-12,151.01,6,782,90.61,7.55,0.00,,Card,EMP-20,Dairy,Private Label,None,Berlin,In Stock,YES,Rainy
TXN-57385,STORE-6,P-290,2025-11-20,46.65,2,554,27.99,2.33,0.00,L-8385,Cash,EMP-19,Deli,National Brand,None,London,In Stock,YES,Cloudy
TXN-57386,STORE-7,P-279,2025-10-27,52.57,6,262,31.54,2.63,0.00,,Mobile Pay,EMP-32,Grocery,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-57387,STORE-8,P-269,2024-04-03,77.94,4,422,46.76,3.90,0.00,,Mobile Pay,EMP-35,Bakery,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-57388,STORE-9,P-30,2025-06-26,56.51,8,219,33.90,2.83,0.00,L-8388,Mobile Pay,EMP-49,Grocery,Premium Brand,None,London,Low Stock,NO,Sunny
TXN-57389,STORE-10,P-105,2025-11-11,120.15,6,974,72.09,6.01,0.00,,Cash,EMP-40,Deli,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-57390,STORE-1,P-91,2025-11-20,19.25,4,235,11.55,0.96,0.00,,Card,EMP-50,Produce,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-57391,STORE-2,,2024-11-13,13.30,9,314,7.98,0.66,0.00,,Cash,EMP-2,Dairy,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-57392,STORE-3,P-339,2025-08-23,,2,424,64.60,5.38,0.00,,Mobile Pay,EMP-50,Bakery,Private Label,None,Paris,In Stock,NO,Snowy
TXN-57393,STORE-4,P-81,2024-11-30,37.27,8,296,22.36,1.86,0.00,L-8393,Cash,EMP-29,Meat,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-57394,STORE-5,P-52,2024-08-12,91.01,5,830,54.61,4.55,0.00,,Cash,EMP-24,Deli,Private Label,None,Berlin,In Stock,NO,Sunny
TXN-57395,STORE-6,P-348,2025-12-26,34.48,2,419,20.69,1.72,0.00,,Cash,EMP-50,Grocery,National Brand,Winter Sale,Berlin,In Stock,NO,Cloudy
TXN-57396,STORE-7,P-184,2024-03-04,92.05,3,814,55.23,4.60,0.00,,Card,EMP-23,Deli,National Brand,Winter Sale,Berlin,In Stock,NO,Sunny
TXN-57397,STORE-8,P-250,2024-03-17,115.64,2,462,69.38,5.78,0.00,,Cash,EMP-26,Dairy,Private Label,None,Paris,In Stock,NO,Sunny
TXN-57398,STORE-9,P-337,2025-09-23,28.55,7,964,17.13,1.43,5.71,L-8398,Cash,EMP-36,Produce,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-57399,STORE-10,P-163,2025-01-16,130.22,9,878,78.13,6.51,26.04,,Cash,EMP-18,Dairy,National Brand,None,Paris,In Stock,NO,Sunny
TXN-57400,STORE-1,P-353,2024-10-14,78.72,4,972,47.23,3.94,0.00,,Mobile Pay,EMP-38,Meat,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-57401,STORE-2,P-194,2025-09-14,77.32,8,372,46.39,3.87,0.00,L-8401,Cash,EMP-47,Produce,Private Label,None,Paris,In Stock,NO,Snowy
TXN-57402,STORE-3,P-205,2024-08-02,88.53,5,81,53.12,4.43,0.00,,Card,EMP-38,Meat,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-57403,STORE-4,P-47,2025-06-18,129.19,3,162,77.52,6.46,0.00,L-8403,Cash,EMP-25,Bakery,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-57404,STORE-5,P-478,2024-09-13,91.91,9,818,55.15,4.60,18.38,,Mobile Pay,EMP-17,Deli,Private Label,Winter Sale,New York,In Stock,NO,Rainy
TXN-57405,STORE-6,P-35,2024-07-20,141.94,100,586,85.17,7.10,0.00,L-8405,Mobile Pay,EMP-48,Produce,Premium Brand,Winter Sale,Paris,In Stock,NO,Sunny
TXN-57406,STORE-7,P-82,2025-10-13,55.79,9,696,33.48,2.79,0.00,L-8406,Card,EMP-43,Dairy,Private Label,None,London,In Stock,NO,Rainy
TXN-57407,STORE-8,P-41,2024-02-23,2.83,7,137,1.70,0.14,0.00,,Mobile Pay,EMP-40,Dairy,Private Label,None,New York,In Stock,YES,Sunny
TXN-57408,STORE-9,P-352,2026-01-13,96.12,10,468,57.67,4.81,0.00,,Mobile Pay,EMP-2,Produce,Premium Brand,Winter Sale,Paris,In Stock,NO,Rainy
TXN-57409,STORE-10,P-270,2025-04-24,108.64,4,508,65.19,5.43,0.00,L-8409,Card,EMP-8,Produce,Premium Brand,None,New York,In Stock,YES,Cloudy
TXN-57410,STORE-1,P-63,2025-08-25, 113.39 ,5,169,68.03,5.67,0.00,,Card,EMP-42,Meat,Premium Brand,Winter Sale,Berlin,Low Stock,NO,Snowy
TXN-57411,STORE-2,P-188,2026-02-17,86.78,9,439,52.07,4.34,0.00,,Mobile Pay,EMP-35,Grocery,Private Label,Winter Sale,Paris,In Stock,NO,Snowy
TXN-57412,STORE-3,P-497,2025-01-28,57.26,8,836,34.35,2.86,0.00,,Mobile Pay,EMP-35, Grocery ,Private Label,None,New York,In Stock,YES,Snowy
TXN-57413,STORE-4,P-244,2024-10-10,102.16,3,959,61.30,5.11,0.00,L-8413,Mobile Pay,EMP-3,Deli,National Brand,None,London,In Stock,NO,Snowy
TXN-57414,STORE-5,P-278,2025-05-04,116.72,10,685,70.03,5.84,0.00,L-8414,Mobile Pay,EMP-8,Deli,Private Label,None,Tokyo,In Stock,YES,Cloudy
TXN-57415,STORE-6,P-13,2024-02-02,41.58,4,544,24.95,2.08,0.00,,Cash,EMP-3,Meat,Private Label,None,Paris,Low Stock,NO,Sunny
TXN-57416,STORE-7,P-70,2025-02-11,71.24,5,739,42.74,3.56,0.00,,Mobile Pay,EMP-48,Produce,Private Label,None,Paris,In Stock,YES,Rainy
TXN-57417,STORE-8,P-129,2024-01-30,55.00,1,431,33.00,2.75,0.00,L-8417,Cash,EMP-30,Produce,Premium Brand,None,New York,Low Stock,NO,Rainy
TXN-57418,STORE-9,P-232,2024-06-13,43.50,2,965,26.10,2.17,0.00,,Mobile Pay,EMP-27,Dairy,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-57419,STORE-10,P-498,2024-07-06,130.53,9,287,78.32,6.53,0.00,,Cash,EMP-44,Grocery,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-57420,STORE-1,P-386,2025-03-02,127.69,5,194,76.61,6.38,0.00,L-8420,Mobile Pay,EMP-32,Bakery,Private Label,Winter Sale,Berlin,In Stock,YES,Cloudy
TXN-57421,STORE-2,P-249,2024-08-30,49.26,8,195,29.56,2.46,0.00,L-8421,Card,EMP-21,Dairy,Private Label,Winter Sale,Tokyo,Low Stock,YES,Cloudy
TXN-57422,STORE-3,P-6,2024-05-09,118.22,,410,70.93,5.91,0.00,L-8422,Mobile Pay,EMP-40,Dairy,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-57423,STORE-4,P-443,2026-02-17,46.52,5,436,27.91,2.33,0.00,,Card,EMP-27,Dairy,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-57424,STORE-5,P-13,2025-01-04,59.89,7,310,35.93,2.99,0.00,,Mobile Pay,EMP-5,Produce,National Brand,None,Berlin,In Stock,NO,Cloudy
TXN-57425,STORE-6,P-390,2024-08-24,150.55,5,934,90.33,7.53,0.00,,Cash,EMP-20,Grocery,Premium Brand,None,London,In Stock,NO,Cloudy
TXN-57426,STORE-7,P-187,Wed Jul 31 2024,51.92,8,119,31.15,2.60,0.00,,Card,EMP-35,Grocery,Premium Brand,None,Tokyo,Low Stock,NO,Sunny
TXN-57427,STORE-8,P-50,2025-03-04,49.42,3,885,29.65,2.47,0.00,,Card,EMP-18,Dairy,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-57428,STORE-9,P-345,2025-04-12,129.55,8,439,77.73,6.48,0.00,L-8428,Card,EMP-14,Grocery,Private Label,None,New York,In Stock,NO,Sunny
